Boston at Denver,236.0
Atlanta at Utah,235.5
Houston at Washington,225.0
LA Lakers at Dallas,223.5
Minnesota at New Orleans,223.5
Golden State vs. Miami,218.5
Phoenix at Charlotte,221.5
